Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_5097952320225214,https://www.facebook.com/habitatmatthews/posts/5097952320225214,"It used to be that on a rainy day like today, Arnett would scramble for buckets and cookware to catch the rain dripping through his ceiling. But as a partner in our Critical Home Repair program, which assists limited-income homeowners in the Matthews, Mint Hill, and Stallings communities, he doesn't have to worry about the rain anymore.",Link,,,2/4/22 10:52 AM, ,83,83,0,86,86,0,0,0.00,0,0,0,0,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_5088267741193672,https://www.facebook.com/habitatmatthews/posts/5088267741193672,The NC Homeowner Assistance Fund may be able to help with housing payments if you have had a financial hardship during the pandemic and need help with housing expenses related your home in North Carolina. Learn more at NCHomeownerAssistance.gov.,Photo,,,2/2/22 6:49 AM, ,95,95,0,100,100,0,3,3.16,1,1,0,0,74,69,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_5086882417998871,https://www.facebook.com/habitatmatthews/posts/5086882417998871,"We’re hiring in our Greater Matthews Habitat for Humanity ReStore! Join our team as a full-time ReStore Truck Driver. This person will serve as an associate of the ReStore and is responsible for donation processing, customer service, retail floor stocking, and retrieval of external donations via the ReStore Truck (AKA you must have the ability to lift more than 50 lbs without assistance and safely lift/move furniture throughout the day).   Benefits include health insurance, dental, vision, short-term & long-term disability, life insurance, flex spending, PTO for holidays and 2 weeks vacation. Plus getting to work as part of a great team, (mostly) guaranteed Wednesdays and Sundays off, exercise throughout the day (no gym membership needed!) and being an integral part of the Habitat mission! 🚛 ➡️ 🏡  Learn more and apply at: greatermatthewshabitat.org/careers",Video,,,2/1/22 5:45 AM, ,79,79,0,85,85,0,5,6.33,4,4,0,0,62,59,0,0,4,3,3,0,0,27,28,0,0,6642,18575
386724564681370_4964466373573810,https://www.facebook.com/habitatmatthews/posts/4964466373573810,The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart. - Helen Keller,Photo,,,1/31/22 5:54 AM, ,140,140,0,142,142,0,2,1.43,0,0,0,0,119,117,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_5080545641965882,https://www.facebook.com/habitatmatthews/posts/5080545641965882,"“Housing is considered affordable if it costs no more than 30% of a household’s gross income. Any more than that and someone is considered cost-burdened. Nearly half of Mecklenburg renters are cost-burdened, according to county data. To afford the average one-bedroom apartment in Mecklenburg, someone would have to earn a little more than $56,000 annually.”",Link,,,1/30/22 5:01 AM, ,305,305,0,316,316,0,7,2.30,3,3,0,0,238,232,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_5078169298870183,https://www.facebook.com/habitatmatthews/posts/5078169298870183,We get it - swinging a hammer outside in January (or July) isn’t for everyone. That doesn’t mean you can’t put your passion for affordable housing to good use. Here are 7 volunteer opportunities integral to our mission of improving lives and building communities in the Greater Matthews community that are (mostly) hard hat free. Read on the blog: https://www.greatermatthewshabitat.org/post/7-ways-to-volunteer-that-won-t-give-you-hard-hat-hair,Link,,,1/29/22 9:13 AM, ,105,105,0,108,108,0,3,2.86,2,2,0,0,83,81,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4932000586820389,https://www.facebook.com/habitatmatthews/posts/4932000586820389,"Support Habitat's mission by donating your old car, truck, motorcycle, RV, boat, farm equipment, snowmobile, or construction equipment. Your vehicle donation does not have to be running, but it must be whole and have four inflated tires so it can be moved by our towing operators. Learn more: https://bit.ly/3jcfei4",Photo,,,1/27/22 2:38 AM, ,123,123,0,125,125,0,1,0.81,0,0,0,0,101,100,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_5065121020175011,https://www.facebook.com/habitatmatthews/posts/5065121020175011,"A sense of connectedness and a willingness to help shape the world around us for the better have always been Habitat hallmarks. Our work is only possible because people like you volunteer, donate, and advocate to help make our communities whole.",Video,,,1/26/22 8:11 AM, ,65,65,0,75,75,0,2,3.08,1,1,0,0,51,45,0,0,2,0,0,0,0,16,16,0,0,2813,30122
386724564681370_4964393713581076,https://www.facebook.com/habitatmatthews/posts/4964393713581076,Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love. - Lao Tzu,Photo,,,1/24/22 5:19 AM, ,124,124,0,127,127,0,3,2.42,1,1,0,0,102,101,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4931990680154713,https://www.facebook.com/habitatmatthews/posts/4931990680154713,Donating a vehicle may be tax-deductible. 💵 Learn more: https://bit.ly/3jcfei4,Photo,,,1/23/22 9:15 AM, ,105,105,0,108,108,0,2,1.90,0,0,0,0,86,85,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_5042038175816629,https://www.facebook.com/habitatmatthews/posts/5042038175816629,,Photo,,,1/21/22 7:14 AM, ,132,132,0,134,134,0,2,1.52,0,0,1,1,110,110,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_5037750819578698,https://www.facebook.com/habitatmatthews/posts/5037750819578698,"The trusses are up! Thanks to some crafty planning by our Construction Manager, Mason, he and our volunteer Construction Leaders were able to install the trusses yesterday while the weather was still cooperating.",Photo,,,1/20/22 7:39 AM, ,561,561,0,601,601,0,62,11.05,35,39,0,0,303,281,0,0,17,0,0,0,0,0,0,0,0,0,0
386724564681370_5034053743281739,https://www.facebook.com/habitatmatthews/posts/5034053743281739,"During the spring of 2020, we were in the middle of construction on Macky and Yvette's home. It's also when the COVID-19 pandemic began - and changed all of our lives forever. But despite the struggles of the early days of the pandemic, we still had work to do and a mission we believed in.   Macky never gave up hope either: ""I've been coming here every Saturday, during this pandemic time, watching this house, and I say to myself, 'God, I am not going to die, I am going to live in this house"". Read more on the blog.",Link,,,1/19/22 11:20 AM, ,144,144,0,144,144,0,6,4.17,0,0,0,0,125,125,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_4999626456724468,https://www.facebook.com/habitatmatthews/posts/4999626456724468,"Greater Matthews Habitat is committing to help build the Beloved Community that Dr. Martin Luther King, Jr. envisioned. We build houses — and through those houses, the strength, stability, and self-reliance that families need in order to achieve a better life. That better life is our primary goal. So when we build houses, we also build bridges between people of diverse backgrounds, we build paths to more connected communities, we build ways for all people to come together and share in the creation of a new world.  That new world allows access, equality, and opportunity for all. That new world represents what Dr. Martin Luther King Jr. called “the Beloved Community.” #BelovedCommunity",Video,,,1/17/22 4:17 AM, ,66,66,0,68,68,0,3,4.55,2,2,0,0,51,50,0,0,3,2,2,0,0,15,15,0,0,4980,55317
386724564681370_5020237244663389,https://www.facebook.com/habitatmatthews/posts/5020237244663389,"What a crew! Volunteers from St. Stephen United Methodist Church helped install the blue board on the second floor of Natalie’s Home yesterday. St. Stephen UMC is a Welcome Home Partner for our Interfaith Build, and we love that such a large group of members were able to come and build!",Photo,,,1/16/22 9:23 AM, ,538,538,0,600,600,0,43,7.99,32,41,1,1,275,222,0,0,14,0,0,0,0,0,0,0,0,0,0
386724564681370_5010450742308706,https://www.facebook.com/habitatmatthews/posts/5010450742308706,"You knew that we build houses, but did you know we also take them apart? Our Greater Matthews Habitat for Humanity ReStore has a deconstruction program where they carefully remove kitchen cabinets, counter-tops, and appliances prior to a remodel. Your items are then sold in our ReStore to help build more affordable housing in our community.  Decon also helps prevent thousands of pounds of removed cabinets, countertops, and more from ending up in a landfill! Learn more and schedule a free consultation at greatermatthewshabitat.org/deconstruction",Link,,,1/15/22 6:00 AM, ,159,115,44,160,116,44,4,2.52,2,2,0,0,99,98,3,3,2,0,0,0,0,0,0,0,0,0,0
386724564681370_5011594798860967,https://www.facebook.com/habitatmatthews/posts/5011594798860967,"Have you gotten your cash calendar yet? Be entered into a chance to win $500 every Monday, Wednesday, and Friday in 2022 (plus four bonus draws throughout the year for $1,500)! Proceeds from calendar sales benefit local nonprofits (such as ourselves). Pick yours up from our office or the ReStore, the Matthews Chamber of Commerce, or on Matthewsrotary.org for $100.",SharedVideo,,,1/14/22 2:02 PM, ,81,81,0,84,84,0,2,2.47,1,1,0,0,66,65,0,0,1,0,0,0,0,25,25,0,0,0,198784
386724564681370_5001241793229601,https://www.facebook.com/habitatmatthews/posts/5001241793229601,"For the past three years, Natalie and her five children have been squeezing tightly into a three-bedroom rental house in Mint Hill. “Practically, logistically, it’s very difficult”, she explains about their cramped living arrangements. “I’ve got four girls in one bedroom and you’ve got age ranges from 15 and 16 down to 6 and 8, and so they’re just on completely opposite spectrums of life right now.” But as our current Partnering Homeowner, with an affordable mortgage on a a house that fits her whole family, that is going to change this spring.  https://www.greatermatthewshabitat.org//post/a-wide-open-door",Link,,,1/14/22 2:37 AM, ,145,145,0,147,147,0,4,2.76,2,2,0,0,129,127,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4999650870055360,https://www.facebook.com/habitatmatthews/posts/4999650870055360,"""Home is a complicated idea. Is it the physical bricks and mortar in which you live, or is it a feeling? Is it the people you see each day who contribute to the feeling of belonging that comes with “home”? Can you feel at home anywhere?""  Read former US President Carter’s reflection on what home means to him. He and  Mrs. Carter have served as Habitat Humanitarians for the past 36 years, volunteering with Habitat for Humanity International, both at home and around the world.",Link,,,1/13/22 12:48 PM, ,108,108,0,111,111,0,7,6.48,5,7,0,0,94,91,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_4931980940155687,https://www.facebook.com/habitatmatthews/posts/4931980940155687,Turn your old car into cash by donating it to Habitat for Humanity and we'll put the proceeds toward affordable housing in your community! 🚙 Learn more: https://bit.ly/3jcfei4,Photo,,,1/12/22 9:12 AM, ,102,102,0,103,103,0,2,1.96,0,0,0,0,88,87,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4999170540103393,https://www.facebook.com/habitatmatthews/posts/4999170540103393,Seeing all the smiles at the site on Saturday warmed our hearts - no matter how cold it was! 💚💙,Photo,,,1/11/22 7:57 AM, ,217,217,0,221,221,0,13,5.99,5,5,0,0,203,199,0,0,13,0,0,0,0,0,0,0,0,0,0
386724564681370_4996888446998269,https://www.facebook.com/habitatmatthews/posts/4996888446998269,"Thank you to our most recent partner, BAPS Charities, for helping us build community and supporting affordable housing in the Greater Matthews community! A special thank you to MB for advocating for our organization, and to Mayor John Higdon for joining as we celebrate our new connection!",Photo,,,1/10/22 12:49 PM, ,1066,1066,0,1189,1189,0,84,7.88,51,58,0,0,148,137,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_4964373976916383,https://www.facebook.com/habitatmatthews/posts/4964373976916383,Faith makes all things possible... love makes all things easy. - Dwight L. Moody,Photo,,,1/10/22 5:08 AM, ,141,141,0,144,144,0,4,2.84,1,1,1,1,125,123,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4988371727849941,https://www.facebook.com/habitatmatthews/posts/4988371727849941,"Why is safe, stable, affordable housing important? Studies have shown that increasing access to affordable housing is the most cost-effective strategy for reducing childhood poverty and increasing economic mobility in the United States. When people have access to affordable shelter, they have more income to spend on repaying debts, medical fees, school expenses, and basic household items. Through shelter, we empower.",Video,,,1/7/22 11:58 AM, ,271,69,207,292,78,214,36,13.28,34,35,0,0,71,61,2,1,3,0,0,0,0,22,24,155,156,9403,61141
386724564681370_4984849558202158,https://www.facebook.com/habitatmatthews/posts/4984849558202158,"What are your Saturday plans? Come build with us! We are in need of a few volunteers for this Saturday, January 8th from 9am-4pm at our home construction site on Weddington Road.  Sign up now at gmhfh.org/build!",Video,,,1/6/22 8:16 AM, ,238,226,14,254,240,14,12,5.04,7,8,0,0,88,78,9,9,9,24,27,1,1,57,64,4,4,8175,8590
386724564681370_4976864012334046,https://www.facebook.com/habitatmatthews/posts/4976864012334046,Did you miss our pre-holiday construction update that was shared? If so- we got ya. Check out the recap on our blog to see where we left off in 2021! 🔨🪛🚪 greatermatthewshabitat.org//post/icbdecconstructionupdate,Link,,,1/4/22 12:44 PM, ,113,113,0,114,114,0,3,2.65,2,2,0,0,99,98,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4964147263605721,https://www.facebook.com/habitatmatthews/posts/4964147263605721,The limits of the possible can only be defined by going beyond them into the impossible. - Arthur C. Clarke,Photo,,,1/3/22 6:05 AM, ,114,114,0,117,117,0,2,1.75,0,0,0,0,98,96,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4964138533606594,https://www.facebook.com/habitatmatthews/posts/4964138533606594,"Let our New Year's resolution be this: we will be there for one another as fellow members of humanity, in the finest sense of the word. - Goran Persson",Photo,,,1/1/22 5:00 AM, ,123,123,0,125,125,0,3,2.44,0,0,1,1,105,104,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4966342340052880,https://www.facebook.com/habitatmatthews/posts/4966342340052880,Happy New Year from our Greater Matthews Habitat family to yours!,Video,,,12/31/21 9:00 PM, ,86,86,0,87,87,0,3,3.49,2,3,0,0,73,73,0,0,3,9,9,0,0,30,31,0,0,3663,9010
386724564681370_4932901420063639,https://www.facebook.com/habitatmatthews/posts/4932901420063639,Help us ring in 2022 with the best gift of the season - a place to call home. Give now to ensure your donation can be used as a deduction for your 2021 taxes. Donate today: gmhfh.org/give,Photo,,,12/29/21 10:48 AM, ,489,234,278,625,244,381,9,1.84,6,7,1,1,451,330,226,139,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4958068280880286,https://www.facebook.com/habitatmatthews/posts/4958068280880286,Congratulations Natisha for being named one of Matthews-Mint Hill Weekly’s 100 biggest newsmakers of 2021!,Photo,,,12/28/21 1:12 PM, ,251,251,0,258,258,0,15,5.98,5,5,0,0,237,231,0,0,13,0,0,0,0,0,0,0,0,0,0
386724564681370_4931955066824941,https://www.facebook.com/habitatmatthews/posts/4931955066824941,You can still quickly and easily donate your vehicle. 📞 Just give us a call at 877-277-4344. Learn more: https://bit.ly/3jcfei4,Photo,,,12/28/21 9:06 AM, ,71,71,0,75,75,0,1,1.41,0,0,0,0,64,61,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4932798810073900,https://www.facebook.com/habitatmatthews/posts/4932798810073900,"Are you familiar with the expanded tax benefits that can help both individuals and families support nonprofits before the end of this year? The Taxpayer Certainty and Disaster Tax Relief Act of 2020, enacted last December, extends several of the temporary tax changes enacted by the CARES Act. Make your donation before the end of the year to take advantage of these tax-saving deductions, all while helping to build a better, more equitable community. Give now: gmhfh.org/give",Video,,,12/27/21 6:25 AM, ,326,42,284,344,47,297,31,9.51,30,32,0,0,44,37,4,2,4,0,0,3,4,8,12,163,166,8730,38122
386724564681370_4933320673355047,https://www.facebook.com/habitatmatthews/posts/4933320673355047,Wishing a joyful Kwanzaa to all who celebrate!,Photo,,,12/26/21 3:53 PM, ,130,130,0,134,134,0,4,3.08,0,0,0,0,119,116,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4932047206815727,https://www.facebook.com/habitatmatthews/posts/4932047206815727,"Christmas is forever, not for just one day. It's for loving, for sharing, for giving...not to be put away like bells and lights and tinsel. The good you do for others, is the good you do for yourself. - Norman Wesley Brooks",Photo,,,12/26/21 7:29 AM, ,111,111,0,115,115,0,3,2.70,1,1,0,0,104,101,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4928379423849172,https://www.facebook.com/habitatmatthews/posts/4928379423849172,Wishing you a holiday full of joy and the sweetness of being surrounded by those you love! Merry Christmas from our family to yours!,Video,,,12/24/21 2:28 PM, ,70,70,0,78,78,0,4,5.71,3,3,0,0,68,61,0,0,4,4,4,0,0,11,14,0,0,3564,14122
386724564681370_4928739377146510,https://www.facebook.com/habitatmatthews/posts/4928739377146510,"The best gifts keep one another safe, healthy, and build a better community. Donate now in honor of someone you love at gmhfh.org/homeforholidays",Photo,,,12/24/21 6:35 AM, ,76,76,0,79,79,0,2,2.63,0,0,0,0,69,67,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4937890799564701,https://www.facebook.com/habitatmatthews/posts/4937890799564701,"Happy #ThrowbackThursday to our Holiday Home Dedication for Hardis and his family in 2017. We loved celebrating bringing them home for the holidays with the faith partners who contributed to this home, Sardis Presbyterian Church, Christ Covenant Church, Matthews United Methodist Church, Matthews Presbyterian Church, and Cross & Crown Lutheran Church, along with Thrivent, who matched dollar for dollar the contributions of our faith partners that year.",Photo,,,12/23/21 3:50 PM, ,226,226,0,236,236,0,12,5.31,7,8,0,0,213,204,0,0,11,0,0,0,0,0,0,0,0,0,0
386724564681370_4932880460065735,https://www.facebook.com/habitatmatthews/posts/4932880460065735,"What do Apple, Bank of America, Cisco, Pepsi, Tyson Foods, and Verizon all have in common? They, along with many other employers, will all match charitable contributions made by their employees to qualified nonprofit organizations. Some will even match donations made by retirees or will donate based on volunteer hours. This means you can DOUBLE (and sometimes even TRIPLE) your impact just by making a single gift. Typically all that's required of you is submitting a request for matching funds to your employer. Want more info or to find out if your employer matches? Visit greatermatthewshabitat.org/workplacegiving.",Link,,,12/23/21 3:50 PM, ,471,79,407,954,85,869,21,4.46,16,17,1,1,607,216,532,162,15,0,0,0,0,0,0,0,0,0,0
386724564681370_4923427584344356,https://www.facebook.com/habitatmatthews/posts/4923427584344356,The best gift this season is a place to call home. Give now at gmhfh.org/homeforholidays,Photo,,,12/22/21 12:23 PM, ,128,128,0,133,133,0,3,2.34,1,1,0,0,120,116,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4923420311011750,https://www.facebook.com/habitatmatthews/posts/4923420311011750,"This holiday, begin a new family tradition of honoring someone you love with a gift that will help other local families have a place to begin their own traditions. Donate now at gmhfh.org/homeforholidays.",Photo,,,12/21/21 11:42 AM, ,111,111,0,133,133,0,2,1.80,1,1,0,0,121,101,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4923402237680224,https://www.facebook.com/habitatmatthews/posts/4923402237680224,"Growing up in a decent, affordable home can have a powerful effect on children. Studies draw a straight line between the quality, location, and affordability of housing and a child's ability to thrive. This holiday season, give the gift of home and help create opportunities for children right here in our community to build their best future. Donate now at: gmhfh.org/homeforholidays",Photo,,,12/20/21 11:10 AM, ,117,117,0,152,152,0,2,1.71,0,0,1,1,140,107,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4923315594355555,https://www.facebook.com/habitatmatthews/posts/4923315594355555,"Just a reminder that our office will have limited hours this week and next, to give our staff and volunteers time to celebrate with their families. Happy Holidays!",Photo,,,12/20/21 10:44 AM, ,111,111,0,117,117,0,2,1.80,0,0,1,1,107,102,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4913610351992746,https://www.facebook.com/habitatmatthews/posts/4913610351992746,"A home is more than lumber and  nails - it is the foundation on which families thrive. Christmas is only a week away, but it’s not too late to give the gift of home to local families in need. Give now at gmhfh.org/homeforholidays",Photo,,,12/18/21 7:59 AM, ,104,104,0,109,109,0,3,2.88,0,0,0,0,95,91,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4910906602263121,https://www.facebook.com/habitatmatthews/posts/4910906602263121,"We had such a merry time tonight at our Annual Volunteer Holiday party! We appreciate all the hard work you put in for us throughout the year as well as the time you give to our organization and to the community, we enjoy showing you all some holiday cheer in return. And a special thank you to our Volunteer Coordinator, Liz, for all the work she put in to making sure our party matched our level of appreciation (which is a lot!)",Photo,,,12/17/21 6:34 PM, ,526,526,0,573,573,0,39,7.41,29,43,0,0,430,398,0,0,31,0,0,0,0,0,0,0,0,0,0
386724564681370_4905248286162286,https://www.facebook.com/habitatmatthews/posts/4905248286162286,"And so it begins! Our first-ever Interfaith & Community Build is underway!  Last weekend we hosted our first volunteer faith group who worked alongside our Construction Team and our future homeowner, Natalie, to install the wall sheathing on the first level of the house. Once we get through the holidays, we plan to quickly move into the framing and sheathing of the second story and will welcome out even more volunteers. There will be plenty of opportunities to get involved in this build, whether it's as a build volunteer, helping out to provide lunches for the hungry team, or contributing financially to construction costs. Thanks to the generosity of our existing partners, 70% of this home has been funded - but that means we still need to raise $30,000 to finish out construction and close on the home this spring. Thank you to all of our partners who have given so far - St. Stephen United Methodist Church, Wells Fargo, Matthews United Methodist Church, Publix, Piedmont Natural Gas, Canopy Housing Foundation, and Novant Health   - we're off to a great start and look forward to continuing that momentum into the New Year!",Video,,,12/16/21 1:04 PM, ,389,102,300,498,120,378,24,6.17,17,19,0,0,206,132,108,54,12,13,14,11,11,37,41,195,235,10647,35306
386724564681370_4900542369966211,https://www.facebook.com/habitatmatthews/posts/4900542369966211,"Our professional Greater Matthews Habitat for Humanity ReStore Deconstruction Team carefully removes kitchen cabinets, counter-tops and appliances prior to remodels. Cabinets are then sold in our ReStore to help a local family in need of affordable housing.   Planning your own remodel for the New Year? Visit greatermatthewshabitat.org/deconstruction to set up a free consultation!",Link,,,12/15/21 2:28 PM, ,365,119,253,416,124,292,12,3.29,6,7,0,0,147,114,39,21,6,0,0,0,0,0,0,0,0,0,0
386724564681370_4785173574836425,https://www.facebook.com/habitatmatthews/posts/4785173574836425,The most wasted of all days is one without laughter.  -e. e. cummings,Photo,,,12/13/21 5:55 AM, ,95,95,0,98,98,0,3,3.16,0,0,0,0,85,83,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4886720334681748,https://www.facebook.com/habitatmatthews/posts/4886720334681748,,SharedVideo,,,12/11/21 3:35 PM, ,62,62,0,65,65,0,2,3.23,0,0,0,0,54,52,0,0,2,0,0,0,0,12,12,0,0,0,4400
386724564681370_4879100022110446,https://www.facebook.com/habitatmatthews/posts/4879100022110446,"#ThrowbackThursday to Moulay and Samia dedicating their home! We just love that smile on their oldest daughter, Rana's, face!",Photo,,,12/9/21 7:52 AM, ,148,148,0,150,150,0,2,1.35,1,1,0,0,135,134,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4872381422782306,https://www.facebook.com/habitatmatthews/posts/4872381422782306,"It was unlike anything we’d undertaken as an affiliate: an entire home rehabilitation. Our Critical Home Repair program is designed to address manageable-sized, individual home repairs that are affecting the health and safety of homeowners and their families, but present too much of a cost burden for limited-income families in our neighborhood to handle on their own. One home would have a roof leak, another a plumbing issue.  But this house was far beyond our one project approach – if we did one project at a time, it would take years.  https://www.greatermatthewshabitat.org/post/a-complete-home-rehab",Link,,,12/7/21 6:37 AM, ,133,133,0,138,138,0,4,3.01,2,2,1,1,124,120,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4785168698170246,https://www.facebook.com/habitatmatthews/posts/4785168698170246,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. - George Bernard Shaw",Photo,,,12/6/21 5:53 AM, ,97,97,0,101,101,0,1,1.03,0,0,0,0,85,82,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4856626461024469,https://www.facebook.com/habitatmatthews/posts/4856626461024469,"With hours, wages and jobs lost as a result of the coronavirus, even more individuals are facing housing instability at a time when being safely and affordably housed is integral to the health and safety of us all.  We turn donated cars into cash that supports affordable housing in your community. Learn more: https://bit.ly/35jq3Kn",Photo,,,12/5/21 3:32 PM, ,86,86,0,92,92,0,3,3.49,0,0,0,0,77,72,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4859192794101169,https://www.facebook.com/habitatmatthews/posts/4859192794101169,#FlashbackFriday to our first-ever staff build day! We're sure it won't be the last!,Photo,,,12/3/21 7:23 AM, ,218,218,0,225,225,0,7,3.21,3,3,1,1,208,203,0,0,7,0,0,0,0,0,0,0,0,0,0
386724564681370_4856591781027937,https://www.facebook.com/habitatmatthews/posts/4856591781027937,"Did you know that you can double your impact this holiday season with employer matching? Not only that, most employers will match all year round! Ask your employer to match, double, or even triple your donation today! Check out your organization’s matching gift options here: gmhfh.org/doublemygift",Photo,,,12/2/21 12:13 PM, ,278,114,181,393,121,272,8,2.88,5,6,1,1,263,168,166,88,7,0,0,0,0,0,0,0,0,0,0
